Airline,Source,Destination,Total_Stops,Additional_Info,Price,Date,Month,Year,Arrival_hour,Arrival_min,Duration_hrs,Dep_Time_hour,Dep_Time_min
Air India,Kolkata,Banglore,2,No info,10262.0,9,5,2019,23,23,13,9,50
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10262.0,15,5,2019,16,16,7,8,25
IndiGo,Kolkata,Banglore,0,No info,10262.0,15,3,2019,17,17,2,15,10
SpiceJet,Kolkata,Banglore,0,No info,10262.0,1,4,2019,19,19,2,17,10
Multiple carriers,Delhi,Cochin,1,No info,10262.0,15,6,2019,1,1,8,17,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,12,6,2019,19,19,28,15,0
Air India,Delhi,Cochin,1,No info,10262.0,24,6,2019,9,9,15,17,40
Air India,Delhi,Cochin,2,No info,10262.0,9,3,2019,19,19,32,10,55
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,27,3,2019,4,4,7,20,50
Multiple carriers,Delhi,Cochin,1,No info,10262.0,6,6,2019,16,16,9,7,10
Air India,Kolkata,Banglore,0,No info,10262.0,6,6,2019,16,16,2,14,15
Multiple carriers,Delhi,Cochin,1,No info,10262.0,6,3,2019,21,21,15,6,0
IndiGo,Mumbai,Hyderabad,0,No info,10262.0,15,6,2019,4,4,1,2,35
Multiple carriers,Delhi,Cochin,1,No info,10262.0,18,5,2019,19,19,10,8,45
Vistara,Chennai,Kolkata,0,No info,10262.0,9,6,2019,10,10,2,7,45
Jet Airways,Delhi,Cochin,2,No info,10262.0,18,5,2019,12,12,17,19,10
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10262.0,9,6,2019,4,4,14,14,5
Air India,Banglore,New Delhi,2,No info,10262.0,1,3,2019,10,10,25,8,50
Air India,Kolkata,Banglore,2,No info,10262.0,24,5,2019,5,5,22,7,0
IndiGo,Banglore,Delhi,0,No info,10262.0,6,6,2019,8,8,2,6,5
Air India,Delhi,Cochin,1,No info,10262.0,3,3,2019,9,9,12,20,40
Air India,Delhi,Cochin,2,No info,10262.0,15,6,2019,19,19,21,22,0
Jet Airways,Kolkata,Banglore,1,No info,10262.0,6,6,2019,18,18,11,6,30
Air Asia,Kolkata,Banglore,0,No info,10262.0,12,6,2019,1,1,2,22,50
Jet Airways,Banglore,New Delhi,1,No info,10262.0,6,3,2019,0,0,15,8,55
Air India,Kolkata,Banglore,0,No info,10262.0,18,6,2019,23,23,2,20,45
IndiGo,Delhi,Cochin,1,No info,10262.0,1,6,2019,16,16,7,8,35
Air India,Delhi,Cochin,2,No info,10262.0,6,3,2019,19,19,36,6,50
Jet Airways,Banglore,New Delhi,1,In-flight meal not included,10262.0,12,3,2019,21,21,22,22,55
Air Asia,Delhi,Cochin,1,No info,10262.0,12,6,2019,7,7,14,16,45
SpiceJet,Banglore,Delhi,0,No info,10262.0,15,6,2019,12,12,2,9,30
Jet Airways,Delhi,Cochin,1,No info,10262.0,3,6,2019,19,19,7,11,30
Multiple carriers,Delhi,Cochin,1,No info,10262.0,3,3,2019,21,21,9,11,30
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10262.0,9,6,2019,19,19,22,21,10
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10262.0,21,5,2019,22,22,6,16,30
IndiGo,Kolkata,Banglore,1,No info,10262.0,9,5,2019,23,23,4,19,20
IndiGo,Banglore,Delhi,0,No info,10262.0,18,4,2019,10,10,2,7,10
Air Asia,Banglore,Delhi,0,No info,10262.0,27,6,2019,7,7,2,4,55
SpiceJet,Kolkata,Banglore,0,No info,10262.0,15,5,2019,0,0,2,22,20
SpiceJet,Kolkata,Banglore,0,No info,10262.0,24,3,2019,9,9,2,6,55
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,18,5,2019,19,19,28,15,0
Jet Airways,Kolkata,Banglore,1,No info,10262.0,1,5,2019,21,21,11,9,35
Jet Airways,Banglore,Delhi,0,In-flight meal not included,10262.0,27,5,2019,20,20,3,17,45
Jet Airways,Delhi,Cochin,1,No info,10262.0,3,3,2019,18,18,23,19,45
IndiGo,Banglore,Delhi,0,No info,10262.0,1,5,2019,0,0,3,21,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,1,6,2019,19,19,28,15,0
GoAir,Banglore,Delhi,0,No info,10262.0,21,4,2019,23,23,2,20,55
SpiceJet,Banglore,Delhi,0,No info,10262.0,18,5,2019,0,0,2,21,10
Multiple carriers,Delhi,Cochin,1,No info,10262.0,15,5,2019,19,19,9,9,15
Air Asia,Kolkata,Banglore,0,No info,10262.0,27,6,2019,12,12,2,10,20
IndiGo,Delhi,Cochin,1,No info,10262.0,18,5,2019,22,22,5,17,5
IndiGo,Banglore,Delhi,0,No info,10262.0,21,4,2019,10,10,2,7,10
Air India,Kolkata,Banglore,2,No info,10262.0,21,5,2019,12,12,19,16,45
Jet Airways,Delhi,Cochin,2,In-flight meal not included,10262.0,6,6,2019,4,4,21,6,45
IndiGo,Delhi,Cochin,1,No info,10262.0,6,3,2019,12,12,7,4,55
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,9,3,2019,4,4,21,6,50
Jet Airways,Banglore,Delhi,0,No info,10262.0,24,6,2019,11,11,3,8,20
Air India,Banglore,Delhi,0,No info,10262.0,3,5,2019,19,19,2,17,0
Air India,Delhi,Cochin,2,No info,10262.0,27,5,2019,19,19,24,18,45
SpiceJet,Delhi,Cochin,1,No info,10262.0,27,5,2019,13,13,4,8,45
IndiGo,Banglore,New Delhi,0,No info,10262.0,15,3,2019,8,8,2,6,0
Jet Airways,Kolkata,Banglore,1,No info,10262.0,12,5,2019,12,12,17,18,55
Multiple carriers,Delhi,Cochin,1,No info,10262.0,21,5,2019,19,19,8,10,20
Multiple carriers,Delhi,Cochin,1,No info,10262.0,9,6,2019,1,1,14,11,30
Jet Airways,Banglore,New Delhi,1,In-flight meal not included,10262.0,21,3,2019,18,18,10,8,0
Air Asia,Delhi,Cochin,1,No info,10262.0,24,6,2019,15,15,7,7,55
Jet Airways,Banglore,New Delhi,1,No info,10262.0,18,3,2019,10,10,11,22,50
Jet Airways,Mumbai,Hyderabad,0,No info,10262.0,3,3,2019,11,11,1,10,20
Multiple carriers,Delhi,Cochin,1,No info,10262.0,27,3,2019,16,16,9,7,10
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10262.0,12,5,2019,20,20,25,18,55
Air India,Delhi,Cochin,2,No info,10262.0,15,5,2019,19,19,37,5,55
Air India,Kolkata,Banglore,2,No info,10262.0,24,3,2019,13,13,17,20,30
Multiple carriers,Delhi,Cochin,2,No info,10262.0,3,6,2019,1,1,10,15,5
Multiple carriers,Delhi,Cochin,1,No info,10262.0,18,5,2019,1,1,9,16,0
Jet Airways,Delhi,Cochin,1,No info,10262.0,9,6,2019,12,12,5,7,5
Jet Airways,Kolkata,Banglore,1,No info,10262.0,18,5,2019,8,8,11,21,10
Jet Airways,Delhi,Cochin,2,No info,10262.0,9,5,2019,12,12,17,19,10
Multiple carriers,Delhi,Cochin,1,No info,10262.0,3,3,2019,15,15,6,8,55
IndiGo,Banglore,Delhi,0,No info,10262.0,1,4,2019,21,21,2,18,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10262.0,9,6,2019,8,8,12,20,0
Air India,Delhi,Cochin,1,No info,10262.0,27,5,2019,9,9,20,12,30
Air India,Kolkata,Banglore,1,No info,10262.0,12,6,2019,21,21,28,16,45
Jet Airways,Mumbai,Hyderabad,0,No info,10262.0,9,5,2019,21,21,1,19,35
Air India,Delhi,Cochin,2,No info,10262.0,9,6,2019,19,19,7,12,0
GoAir,Banglore,New Delhi,0,No info,10262.0,9,3,2019,10,10,2,7,45
Multiple carriers,Delhi,Cochin,1,No info,10262.0,21,5,2019,19,19,14,4,55
Jet Airways,Kolkata,Banglore,1,No info,10262.0,9,5,2019,8,8,18,14,5
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,10262.0,3,5,2019,0,0,2,22,20
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,10262.0,27,3,2019,14,14,1,13,10
Jet Airways,Kolkata,Banglore,1,No info,10262.0,1,4,2019,12,12,27,8,25
Multiple carriers,Delhi,Cochin,1,No info,10262.0,21,5,2019,1,1,7,17,45
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,10262.0,24,6,2019,1,1,12,12,50
IndiGo,Delhi,Cochin,1,No info,10262.0,18,5,2019,12,12,5,7,15
Jet Airways,Banglore,New Delhi,1,In-flight meal not included,10262.0,18,3,2019,9,9,16,16,55
IndiGo,Delhi,Cochin,1,No info,10262.0,27,6,2019,7,7,5,2,0
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,10262.0,15,6,2019,4,4,1,2,55
Jet Airways,Kolkata,Banglore,1,No info,10262.0,12,6,2019,8,8,11,21,10
Jet Airways,Delhi,Cochin,2,No info,10262.0,15,6,2019,4,4,18,9,40
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10262.0,9,6,2019,19,19,23,20,0
Jet Airways,Kolkata,Banglore,1,No info,10262.0,12,6,2019,14,14,18,20,25
Jet Airways,Kolkata,Banglore,1,No info,10262.0,24,5,2019,21,21,28,17,0
Jet Airways,Kolkata,Banglore,1,No info,10262.0,6,6,2019,10,10,27,6,30
SpiceJet,Kolkata,Banglore,0,No info,10262.0,18,3,2019,11,11,2,9,0
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,10262.0,24,6,2019,7,7,1,5,45
SpiceJet,Chennai,Kolkata,0,No check-in baggage included,10262.0,18,3,2019,20,20,2,17,45
IndiGo,Banglore,New Delhi,0,No info,10262.0,24,3,2019,16,16,3,13,10
Vistara,Banglore,New Delhi,0,No info,10262.0,9,3,2019,0,0,2,21,10
Jet Airways,Kolkata,Banglore,1,No info,10262.0,1,5,2019,20,20,6,14,5
Jet Airways,Delhi,Cochin,2,No info,10262.0,18,5,2019,19,19,7,11,40
IndiGo,Banglore,Delhi,0,No info,10262.0,1,4,2019,1,1,2,22,10
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,12,6,2019,19,19,27,16,0
Jet Airways,Delhi,Cochin,2,In-flight meal not included,10262.0,21,3,2019,18,18,24,18,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10262.0,24,3,2019,19,19,13,6,30
Multiple carriers,Delhi,Cochin,1,No info,10262.0,27,6,2019,19,19,11,8,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10262.0,24,5,2019,10,10,17,16,30
SpiceJet,Kolkata,Banglore,0,No info,10262.0,6,6,2019,9,9,2,6,55
IndiGo,Kolkata,Banglore,0,No info,10262.0,1,4,2019,17,17,2,15,15
Jet Airways,Delhi,Cochin,2,No info,10262.0,6,6,2019,4,4,18,9,35
Multiple carriers,Delhi,Cochin,1,No info,10262.0,6,6,2019,1,1,6,19,0
Multiple carriers,Delhi,Cochin,1,No info,10262.0,27,3,2019,19,19,8,10,20
IndiGo,Delhi,Cochin,1,No info,10262.0,27,6,2019,22,22,5,17,5
Air Asia,Delhi,Cochin,1,No info,10262.0,27,3,2019,22,22,14,7,55
Multiple carriers,Delhi,Cochin,1,No info,10262.0,21,3,2019,21,21,13,8,0
Jet Airways,Banglore,New Delhi,1,In-flight meal not included,10262.0,18,3,2019,8,8,10,21,25
Jet Airways,Banglore,New Delhi,1,In-flight meal not included,10262.0,12,3,2019,13,13,16,20,35
Jet Airways,Banglore,Delhi,0,In-flight meal not included,10262.0,6,5,2019,22,22,3,18,55
Multiple carriers,Delhi,Cochin,1,No info,10262.0,1,6,2019,1,1,7,17,45
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,10262.0,15,6,2019,19,19,2,17,10
IndiGo,Delhi,Cochin,2,No info,10262.0,3,3,2019,21,21,14,6,40
IndiGo,Mumbai,Hyderabad,0,No info,10262.0,24,3,2019,22,22,1,21,20
SpiceJet,Banglore,Delhi,0,No info,10262.0,21,4,2019,0,0,2,21,10
GoAir,Banglore,New Delhi,0,No info,10262.0,18,3,2019,23,23,2,20,55
IndiGo,Kolkata,Banglore,1,No info,10262.0,15,5,2019,20,20,5,15,15
Multiple carriers,Delhi,Cochin,1,No info,10262.0,12,6,2019,1,1,13,11,40
Air India,Kolkata,Banglore,1,No info,10262.0,24,3,2019,11,11,25,9,25
GoAir,Banglore,New Delhi,0,No info,10262.0,9,3,2019,14,14,2,11,40
Jet Airways,Banglore,New Delhi,1,No info,10262.0,1,3,2019,9,9,10,22,50
Jet Airways,Delhi,Cochin,2,No info,10262.0,9,6,2019,4,4,18,9,40
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,10262.0,3,6,2019,7,7,1,5,45
IndiGo,Chennai,Kolkata,0,No info,10262.0,21,5,2019,17,17,2,14,45
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10262.0,18,5,2019,4,4,8,20,0
Jet Airways,Banglore,Delhi,0,In-flight meal not included,10262.0,6,6,2019,20,20,3,17,45
Jet Airways,Kolkata,Banglore,1,No info,10262.0,6,6,2019,23,23,28,18,55
Jet Airways,Kolkata,Banglore,1,No info,10262.0,1,4,2019,23,23,27,20,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10262.0,24,5,2019,14,14,21,17,0
Air India,Delhi,Cochin,2,No info,10262.0,3,3,2019,9,9,20,13,5
SpiceJet,Banglore,New Delhi,0,No info,10262.0,1,3,2019,23,23,2,20,30
Multiple carriers,Delhi,Cochin,1,No info,10262.0,18,5,2019,1,1,11,14,0
Multiple carriers,Delhi,Cochin,1,No info,10262.0,1,6,2019,19,19,12,7,0
Air India,Delhi,Cochin,1,No info,10262.0,9,5,2019,9,9,23,9,45
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,18,5,2019,4,4,15,13,0
Multiple carriers,Delhi,Cochin,1,No info,10262.0,24,5,2019,19,19,10,8,30
IndiGo,Kolkata,Banglore,0,No info,10262.0,3,4,2019,0,0,2,21,25
Air India,Delhi,Cochin,2,No info,10262.0,6,6,2019,7,7,26,5,0
Jet Airways,Banglore,New Delhi,1,No info,10262.0,1,3,2019,5,5,15,14,5
IndiGo,Banglore,Delhi,0,No info,10262.0,21,5,2019,21,21,2,18,55
IndiGo,Banglore,Delhi,0,No info,10262.0,15,6,2019,19,19,3,16,55
Jet Airways,Delhi,Cochin,1,No info,10262.0,27,6,2019,4,4,7,20,55
SpiceJet,Chennai,Kolkata,0,No info,10262.0,12,6,2019,10,10,2,8,20
Jet Airways,Delhi,Cochin,1,No info,10262.0,9,5,2019,19,19,22,20,55
SpiceJet,Delhi,Cochin,1,No info,10262.0,15,6,2019,22,22,4,17,55
Jet Airways,Banglore,Delhi,0,In-flight meal not included,10262.0,6,5,2019,22,22,3,19,50
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10262.0,6,6,2019,23,23,28,18,55
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10262.0,24,5,2019,20,20,28,16,30
Air India,Kolkata,Banglore,1,No info,10262.0,3,4,2019,4,4,9,19,0
IndiGo,Banglore,Delhi,0,No info,10262.0,21,5,2019,8,8,2,5,30
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10262.0,1,5,2019,23,23,9,14,5
IndiGo,Banglore,Delhi,0,No info,10262.0,27,4,2019,11,11,2,8,30
Jet Airways,Banglore,Delhi,0,No info,10262.0,15,4,2019,11,11,3,8,20
Jet Airways,Delhi,Cochin,2,No info,10262.0,9,6,2019,12,12,24,11,45
IndiGo,Banglore,New Delhi,0,No info,10262.0,21,3,2019,2,2,2,23,30
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,10262.0,3,4,2019,11,11,2,9,0
Jet Airways,Banglore,New Delhi,1,No info,10262.0,18,3,2019,5,5,12,16,55
Jet Airways,Kolkata,Banglore,1,No info,10262.0,15,5,2019,21,21,24,20,25
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,21,3,2019,18,18,24,18,15
Multiple carriers,Delhi,Cochin,1,No info,10262.0,15,6,2019,1,1,14,11,30
Air India,Delhi,Cochin,2,No info,10262.0,6,3,2019,19,19,21,21,30
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,10262.0,9,6,2019,11,11,1,10,20
Multiple carriers,Delhi,Cochin,1,No info,10262.0,24,6,2019,19,19,11,7,30
Multiple carriers,Delhi,Cochin,1,No info,10262.0,21,5,2019,19,19,10,8,30
IndiGo,Banglore,Delhi,0,No info,10262.0,9,5,2019,0,0,3,21,15
SpiceJet,Banglore,New Delhi,0,No info,10262.0,9,3,2019,12,12,2,9,35
Jet Airways,Delhi,Cochin,2,No info,10262.0,3,6,2019,4,4,10,18,25
Multiple carriers,Delhi,Cochin,1,No info,10262.0,6,3,2019,1,1,6,19,0
IndiGo,Mumbai,Hyderabad,0,No info,10262.0,27,6,2019,10,10,1,9,15
Air India,Banglore,Delhi,0,No info,10262.0,27,4,2019,8,8,2,6,10
Jet Airways,Delhi,Cochin,2,No info,10262.0,21,3,2019,4,4,17,10,45
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10262.0,9,5,2019,16,16,7,8,25
IndiGo,Kolkata,Banglore,0,No info,10262.0,21,6,2019,18,18,2,15,30
Multiple carriers,Delhi,Cochin,1,No info,10262.0,21,5,2019,21,21,9,11,30
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,10262.0,6,3,2019,19,19,6,13,0
Jet Airways,Delhi,Cochin,2,In-flight meal not included,10262.0,12,6,2019,4,4,21,6,45
Jet Airways,Banglore,New Delhi,1,In-flight meal not included,10262.0,12,3,2019,15,15,20,18,55
Vistara,Delhi,Cochin,0,No info,10262.0,15,5,2019,17,17,3,14,40
Vistara,Banglore,Delhi,0,No info,10262.0,6,4,2019,23,23,2,21,0
Air Asia,Kolkata,Banglore,0,No info,10262.0,9,6,2019,1,1,2,22,50
Air India,Kolkata,Banglore,2,No info,10262.0,24,3,2019,5,5,20,9,25
Jet Airways,Kolkata,Banglore,1,No info,10262.0,18,5,2019,18,18,9,8,25
Vistara,Kolkata,Banglore,1,No info,10262.0,12,5,2019,20,20,27,17,0
GoAir,Delhi,Cochin,1,No info,10262.0,21,5,2019,19,19,5,14,25
Air India,Delhi,Cochin,2,No info,10262.0,6,3,2019,19,19,37,5,55
Air India,Banglore,New Delhi,1,No info,10262.0,18,3,2019,12,12,4,8,15
Jet Airways,Banglore,Delhi,0,No info,10262.0,1,5,2019,8,8,2,6,0
Air India,Delhi,Cochin,3,No info,10262.0,6,5,2019,19,19,38,5,15
Jet Airways,Banglore,New Delhi,1,In-flight meal not included,10262.0,3,3,2019,8,8,23,8,55
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,10262.0,15,5,2019,8,8,1,7,5
Jet Airways,Kolkata,Banglore,1,No info,10262.0,24,3,2019,20,20,14,6,30
Jet Airways,Mumbai,Hyderabad,0,No info,10262.0,1,3,2019,4,4,1,2,55
Air India,Delhi,Cochin,2,No info,10262.0,15,5,2019,19,19,8,10,55
IndiGo,Kolkata,Banglore,1,No info,10262.0,21,5,2019,23,23,5,18,5
SpiceJet,Mumbai,Hyderabad,0,No info,10262.0,27,6,2019,0,0,1,22,45
Vistara,Banglore,Delhi,0,No info,10262.0,3,5,2019,22,22,2,19,30
Multiple carriers,Delhi,Cochin,1,No info,10262.0,3,3,2019,21,21,8,12,50
Air Asia,Kolkata,Banglore,0,No info,10262.0,21,3,2019,22,22,2,19,35
Multiple carriers,Delhi,Cochin,1,No info,10262.0,15,5,2019,19,19,6,13,0
Multiple carriers,Delhi,Cochin,1,No info,10262.0,9,6,2019,1,1,15,10,20
GoAir,Banglore,Delhi,0,No info,10262.0,1,4,2019,14,14,2,11,40
Jet Airways,Kolkata,Banglore,1,No info,10262.0,15,5,2019,22,22,25,20,25
IndiGo,Delhi,Cochin,1,No info,10262.0,3,6,2019,1,1,16,9,15
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,10262.0,27,3,2019,11,11,1,10,20
Jet Airways,Kolkata,Banglore,1,No info,10262.0,9,5,2019,10,10,27,6,30
Jet Airways,Kolkata,Banglore,1,No info,10262.0,12,6,2019,8,8,25,6,30
Multiple carriers,Delhi,Cochin,1,No info,10262.0,27,6,2019,19,19,12,6,40
Multiple carriers,Delhi,Cochin,1,No info,10262.0,9,6,2019,1,1,12,13,0
Air India,Delhi,Cochin,1,No info,10262.0,18,5,2019,19,19,10,9,0
Air India,Mumbai,Hyderabad,2,No info,10262.0,6,3,2019,15,15,27,11,35
IndiGo,Delhi,Cochin,1,No info,10262.0,21,5,2019,20,20,4,15,10
Jet Airways,Banglore,Delhi,0,No info,10262.0,3,4,2019,18,18,2,15,15
Jet Airways,Kolkata,Banglore,1,No info,10262.0,18,5,2019,23,23,14,9,35
Vistara,Kolkata,Banglore,1,No info,10262.0,6,5,2019,9,9,12,20,20
SpiceJet,Mumbai,Hyderabad,0,No info,10262.0,24,6,2019,7,7,1,5,45
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10262.0,24,5,2019,16,16,20,20,0
Jet Airways,Banglore,Delhi,0,No info,10262.0,24,5,2019,22,22,3,18,55
IndiGo,Chennai,Kolkata,0,No info,10262.0,6,5,2019,21,21,2,19,35
SpiceJet,Mumbai,Hyderabad,0,No info,10262.0,12,6,2019,0,0,1,22,45
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10262.0,6,6,2019,10,10,12,21,10
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,10262.0,3,3,2019,15,15,6,9,0
Jet Airways,Kolkata,Banglore,1,No info,10262.0,15,5,2019,18,18,11,6,30
Jet Airways,Kolkata,Banglore,1,No info,10262.0,12,5,2019,16,16,7,8,25
IndiGo,Delhi,Cochin,1,No info,10262.0,9,3,2019,21,21,6,15,0
Multiple carriers,Delhi,Cochin,1,No info,10262.0,27,3,2019,1,1,8,17,30
Jet Airways,Delhi,Cochin,1,No info,10262.0,3,3,2019,18,18,25,17,30
IndiGo,Delhi,Cochin,1,No info,10262.0,12,6,2019,12,12,7,5,5
Vistara,Delhi,Cochin,0,No info,10262.0,9,5,2019,9,9,3,6,0
Air India,Delhi,Cochin,2,No info,10262.0,15,6,2019,19,19,7,12,0
IndiGo,Mumbai,Hyderabad,0,No info,10262.0,15,6,2019,21,21,1,20,5
Jet Airways,Kolkata,Banglore,1,No info,10262.0,9,6,2019,16,16,19,21,10
Vistara,Kolkata,Banglore,1,No info,10262.0,6,5,2019,10,10,27,7,10
Jet Airways,Delhi,Cochin,1,No info,10262.0,9,5,2019,19,19,5,14,0
IndiGo,Delhi,Cochin,1,No info,10262.0,6,3,2019,1,1,5,20,30
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,3,6,2019,12,12,21,15,0
Air India,Delhi,Cochin,2,No info,10262.0,9,3,2019,19,19,30,12,55
IndiGo,Mumbai,Hyderabad,0,No info,10262.0,21,6,2019,13,13,1,12,0
Air India,Kolkata,Banglore,1,No info,10262.0,6,5,2019,11,11,25,9,25
Jet Airways,Kolkata,Banglore,1,No info,10262.0,6,5,2019,22,22,8,14,5
Air Asia,Delhi,Cochin,1,No info,10262.0,27,5,2019,6,6,9,20,45
Multiple carriers,Delhi,Cochin,1,No info,10262.0,6,6,2019,19,19,6,13,0
Air India,Kolkata,Banglore,2,No info,10262.0,9,6,2019,8,8,23,9,50
SpiceJet,Mumbai,Hyderabad,0,No info,10262.0,24,6,2019,0,0,1,22,45
IndiGo,Delhi,Cochin,0,No info,10262.0,6,6,2019,17,17,3,14,25
Jet Airways,Banglore,New Delhi,1,No info,10262.0,12,3,2019,11,11,16,18,55
IndiGo,Kolkata,Banglore,1,No info,10262.0,18,5,2019,20,20,5,15,15
Jet Airways,Delhi,Cochin,2,No info,10262.0,18,5,2019,19,19,23,19,10
Multiple carriers,Delhi,Cochin,1,No info,10262.0,1,6,2019,19,19,13,6,0
Vistara,Kolkata,Banglore,1,No info,10262.0,15,5,2019,9,9,25,7,10
Multiple carriers,Delhi,Cochin,1,No info,10262.0,21,5,2019,19,19,11,7,30
Jet Airways,Delhi,Cochin,2,No info,10262.0,18,5,2019,19,19,19,23,5
Air Asia,Banglore,Delhi,0,No info,10262.0,18,6,2019,7,7,2,4,55
Multiple carriers,Delhi,Cochin,1,No info,10262.0,6,6,2019,19,19,10,8,45
Air India,Kolkata,Banglore,2,No info,10262.0,21,5,2019,8,8,18,14,30
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,10262.0,3,5,2019,4,4,1,2,55
GoAir,Delhi,Cochin,1,No info,10262.0,18,5,2019,19,19,9,10,35
Air India,Banglore,New Delhi,1,No info,10262.0,3,3,2019,10,10,27,6,55
Jet Airways,Delhi,Cochin,1,No info,10262.0,6,6,2019,12,12,5,7,5
IndiGo,Delhi,Cochin,1,No info,10262.0,15,6,2019,21,21,9,11,25
Multiple carriers,Delhi,Cochin,1,No info,10262.0,21,3,2019,22,22,12,9,45
GoAir,Delhi,Cochin,1,No info,10262.0,15,5,2019,13,13,6,7,25
Jet Airways,Delhi,Cochin,2,In-flight meal not included,10262.0,18,5,2019,12,12,26,9,40
Jet Airways,Banglore,Delhi,0,No info,10262.0,18,4,2019,22,22,3,19,50
IndiGo,Kolkata,Banglore,0,No info,10262.0,3,4,2019,18,18,2,15,30
Vistara,Kolkata,Banglore,1,No info,10262.0,12,5,2019,10,10,27,7,10
Jet Airways,Mumbai,Hyderabad,0,No info,10262.0,3,5,2019,21,21,1,19,35
IndiGo,Banglore,Delhi,0,No info,10262.0,15,5,2019,21,21,2,18,25
IndiGo,Delhi,Cochin,1,No info,10262.0,1,5,2019,1,1,14,11,25
Multiple carriers,Delhi,Cochin,1,No info,10262.0,6,3,2019,21,21,8,12,50
Vistara,Delhi,Cochin,0,No info,10262.0,18,6,2019,17,17,3,14,40
SpiceJet,Banglore,Delhi,0,No check-in baggage included,10262.0,6,4,2019,8,8,2,5,55
Air India,Kolkata,Banglore,0,No info,10262.0,24,6,2019,23,23,2,20,45
Jet Airways,Delhi,Cochin,1,No info,10262.0,3,6,2019,12,12,18,18,15
IndiGo,Kolkata,Banglore,1,No info,10262.0,24,5,2019,20,20,5,15,15
Air Asia,Delhi,Cochin,1,No info,10262.0,24,5,2019,7,7,10,20,45
IndiGo,Kolkata,Banglore,0,No info,10262.0,3,4,2019,22,22,2,20,20
Jet Airways,Banglore,Delhi,0,No info,10262.0,27,4,2019,22,22,3,18,55
IndiGo,Mumbai,Hyderabad,0,No info,10262.0,6,6,2019,4,4,1,2,35
Air India,Delhi,Cochin,2,No info,10262.0,12,6,2019,19,19,37,5,55
Jet Airways,Banglore,Delhi,0,No info,10262.0,12,6,2019,14,14,2,11,10
Air India,Banglore,New Delhi,2,No info,10262.0,12,3,2019,22,22,16,5,50
SpiceJet,Mumbai,Hyderabad,0,No info,10262.0,3,3,2019,7,7,1,5,45
Vistara,Mumbai,Hyderabad,1,No info,10262.0,6,3,2019,19,19,24,19,45
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,10262.0,18,3,2019,11,11,2,9,0
Vistara,Delhi,Cochin,0,No info,10262.0,3,6,2019,9,9,3,6,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262.0,6,6,2019,19,19,11,8,0
Multiple carriers,Delhi,Cochin,1,No info,10262.0,27,5,2019,1,1,6,19,0
Air Asia,Kolkata,Banglore,0,No info,10262.0,24,4,2019,1,1,2,22,50
IndiGo,Kolkata,Banglore,0,No info,10262.0,27,5,2019,18,18,2,15,30
Jet Airways,Delhi,Cochin,2,No info,10262.0,24,6,2019,19,19,29,13,25
IndiGo,Delhi,Cochin,1,No info,10262.0,9,5,2019,16,16,11,5,5
Vistara,Banglore,New Delhi,0,No info,10262.0,3,3,2019,14,14,2,12,0
